Actual,Default_Probability_Pct,Risk_Level,Loan_Amount_USD,Expected_Loss_USD
0,45.4,Medium Risk,456500,207045.1854467392
0,27.9,Low Risk,606500,169210.18271148205
0,37.1,Medium Risk,256500,95160.03021597862
0,77.7,High Risk,226500,175998.29202890396
1,91.3,High Risk,176500,161156.80646896362
1,29.6,Low Risk,176500,52261.14863157272
0,36.4,Medium Risk,126500,46078.67360115051
0,11.6,Low Risk,406500,47274.23345670104
1,100.0,High Risk,106500,106459.04338359833
1,60.9,Medium Risk,66500,40486.27772927284
1,29.7,Low Risk,346500,102973.69506955147
0,16.5,Low Risk,326500,54014.756575226784
0,15.9,Low Risk,476500,75526.48586779833
1,26.1,Low Risk,206500,53959.56340432167
0,27.1,Low Risk,266500,72302.70963907242
0,51.7,Medium Risk,126500,65444.15146112442
1,45.7,Medium Risk,156500,71527.2329300642
0,28.1,Low Risk,466500,131160.02637147903
0,28.6,Low Risk,356500,101812.64126300812
0,21.8,Low Risk,506500,110302.54044383764
0,43.7,Medium Risk,146500,63949.513494968414
0,61.7,Medium Risk,236500,145926.28982663155
1,43.8,Medium Risk,266500,116803.02216112614
0,51.4,Medium Risk,136500,70184.53735113144
0,24.3,Low Risk,156500,38067.26736575365
0,27.9,Low Risk,106500,29675.404608249664
1,38.4,Medium Risk,186500,71667.63012111187
0,26.7,Low Risk,166500,44518.22403073311
1,100.0,High Risk,356500,356417.23492741585
1,100.0,High Risk,336500,336416.944116354
0,26.3,Low Risk,266500,70140.59598743916
1,100.0,High Risk,256500,256434.48838591576
0,22.4,Low Risk,216500,48495.37240713835
0,18.5,Low Risk,406500,75125.33674389124
0,12.3,Low Risk,336500,41314.117047935724
0,24.5,Low Risk,266500,65258.49226117134
0,30.7,Medium Risk,226500,69611.03756725788
0,32.2,Medium Risk,166500,53583.494916558266
0,62.9,Medium Risk,556500,349885.1265013218
0,28.6,Low Risk,76500,21853.215605020523
0,16.8,Low Risk,436500,73235.21418124437
0,50.2,Medium Risk,146500,73560.50404906273
0,17.9,Low Risk,216500,38663.931630551815
1,100.0,High Risk,306500,306412.3644530773
0,28.3,Low Risk,336500,95386.18242740631
0,20.5,Low Risk,226500,46445.001013576984
0,31.7,Medium Risk,266500,84485.40085554123
0,20.6,Low Risk,366500,75478.5476103425
0,24.8,Low Risk,306500,76098.14082831144
0,30.0,Low Risk,156500,46886.220797896385
0,9.3,Low Risk,346500,32164.973627775908
1,93.4,High Risk,296500,276972.16442227364
0,16.4,Low Risk,266500,43659.12564098835
0,25.2,Low Risk,416500,105023.03165197372
1,32.0,Medium Risk,286500,91706.70595765114
0,23.1,Low Risk,616500,142202.25222408772
1,100.0,High Risk,426500,426452.8687596321
0,41.6,Medium Risk,106500,44315.56995213032
0,33.2,Medium Risk,186500,61921.43256962299
1,37.3,Medium Risk,466500,174049.4736135006
0,16.0,Low Risk,276500,44251.41188502312
0,33.7,Medium Risk,396500,133454.04417812824
0,34.0,Medium Risk,316500,107471.79709374905
0,40.6,Medium Risk,176500,71581.76900446415
1,100.0,High Risk,706500,706343.3061540127
1,100.0,High Risk,476500,476369.04016137123
0,13.1,Low Risk,746500,98126.90026313066
0,14.7,Low Risk,466500,68564.30125236511
0,30.4,Medium Risk,126500,38450.10249316692
1,33.0,Medium Risk,416500,137353.07724773884
0,11.2,Low Risk,596500,66688.51338326931
0,39.0,Medium Risk,86500,33707.08782970905
0,29.0,Low Risk,346500,100327.16681063175
0,31.0,Medium Risk,276500,85834.90587770939
0,27.3,Low Risk,216500,59126.25078856945
0,18.0,Low Risk,286500,51447.745464742184
0,26.3,Low Risk,416500,109550.53962767124
0,20.4,Low Risk,216500,44137.96757906675
0,60.8,Medium Risk,116500,70789.97993469238
0,38.4,Medium Risk,166500,64005.90147078037
1,100.0,High Risk,306500,306420.58542370796
1,98.8,High Risk,156500,154687.49830126762
0,36.6,Medium Risk,486500,178122.41625785828
0,24.3,Low Risk,196500,47751.04323774576
0,43.6,Medium Risk,276500,120474.8156517744
0,12.3,Low Risk,436500,53656.83335065842
0,26.9,Low Risk,226500,61001.968055963516
0,37.9,Medium Risk,596500,225780.84068000317
1,100.0,High Risk,156500,156468.44294667244
0,62.9,Medium Risk,346500,217848.66616129875
0,26.8,Low Risk,86500,23222.133338451385
1,100.0,High Risk,256500,256460.15793085098
0,47.7,Medium Risk,396500,189020.2265381813
0,20.5,Low Risk,266500,54604.737147688866
0,22.9,Low Risk,306500,70340.3602540493
0,9.8,Low Risk,406500,39978.51011529565
1,42.6,Medium Risk,296500,126404.87453341484
0,27.3,Low Risk,486500,132614.98253047466
0,27.6,Low Risk,516500,142753.4114420414
1,87.8,High Risk,166500,146239.07563090324
0,27.9,Low Risk,466500,130006.30389153957
0,42.9,Medium Risk,346500,148790.24854302406
1,81.9,High Risk,376500,308179.7852218151
0,18.6,Low Risk,286500,53195.002399384975
0,17.4,Low Risk,346500,60249.49087947607
1,100.0,High Risk,306500,306419.0508425236
1,100.0,High Risk,336500,336427.93533205986
0,24.6,Low Risk,456500,112148.21474254131
0,20.2,Low Risk,196500,39788.544572889805
1,100.0,High Risk,256500,256394.86035704613
0,16.1,Low Risk,386500,62257.45563209057
0,27.8,Low Risk,236500,65679.50528860092
1,100.0,High Risk,606500,606323.6230909824
0,17.2,Low Risk,566500,97381.8841651082
0,28.4,Low Risk,306500,87040.19336402416
0,16.9,Low Risk,286500,48399.08795803785
0,13.5,Low Risk,556500,75099.33337569237
1,43.8,Medium Risk,156500,68554.23295497894
0,16.5,Low Risk,636500,104864.00720477104
0,77.9,High Risk,196500,153038.8518869877
0,49.9,Medium Risk,106500,53163.484543561935
0,14.0,Low Risk,246500,34545.37979513407
1,100.0,High Risk,326500,326355.6973040104
1,100.0,High Risk,156500,156456.27906918526
0,64.5,Medium Risk,306500,197812.611669302
0,26.3,Low Risk,336500,88424.41058158875
1,100.0,High Risk,356500,356425.1820743084
0,10.6,Low Risk,406500,42898.20293337107
0,29.1,Low Risk,266500,77440.28599560261
0,33.0,Medium Risk,196500,64882.80992209911
0,16.5,Low Risk,216500,35732.91527479887
0,20.6,Low Risk,256500,52725.42876005173
0,14.6,Low Risk,486500,71180.69296330214
0,31.3,Medium Risk,126500,39601.17207467556
0,16.6,Low Risk,206500,34340.475872159004
0,23.8,Low Risk,366500,87199.55909997225
0,19.4,Low Risk,156500,30377.99207866192
0,32.3,Medium Risk,146500,47291.533172130585
1,85.1,High Risk,366500,311909.8539054394
1,100.0,High Risk,276500,276418.00859570503
1,49.8,Medium Risk,426500,212294.2450493574
0,25.3,Low Risk,176500,44717.71444380283
0,44.4,Medium Risk,186500,82735.36275327206
1,23.3,Low Risk,376500,87793.3701351285
0,18.8,Low Risk,286500,53822.7302134037
1,100.0,High Risk,576500,576353.7206351757
0,24.2,Low Risk,586500,141726.01217776537
0,44.3,Medium Risk,246500,109271.40255272388
0,10.4,Low Risk,486500,50463.82608637214
0,20.0,Low Risk,206500,41401.258409023285
0,11.5,Low Risk,426500,49070.50723955035
0,37.2,Medium Risk,86500,32220.479413866997
0,47.0,Medium Risk,166500,78213.11482787132
0,16.2,Low Risk,426500,69106.98196291924
0,24.0,Low Risk,176500,42370.490342378616
0,12.4,Low Risk,206500,25658.194717019796
0,9.4,Low Risk,476500,44660.52855551243
0,55.4,Medium Risk,346500,192084.2227935791
0,45.6,Medium Risk,406500,185193.93472373486
0,42.0,Medium Risk,306500,128639.51963186264
0,15.5,Low Risk,236500,36562.2608140111
0,38.9,Medium Risk,166500,64707.56037533283
0,31.9,Medium Risk,366500,117047.0302850008
1,100.0,High Risk,106500,106474.9067723751
0,22.1,Low Risk,416500,92155.29116988182
0,24.6,Low Risk,536500,132020.91067284346
0,23.2,Low Risk,416500,96433.19281935692
0,45.9,Medium Risk,116500,53481.48453235626
0,40.9,Medium Risk,416500,170434.6726089716
1,100.0,High Risk,406500,406396.322876215
0,11.9,Low Risk,266500,31664.115391671658
0,16.6,Low Risk,506500,84020.32301574945
0,14.7,Low Risk,416500,61191.19754433632
0,18.6,Low Risk,296500,55212.63214200735
0,30.4,Medium Risk,526500,159986.64097487926
1,100.0,High Risk,226500,226446.65971398354
0,14.8,Low Risk,316500,46909.51797366142
0,17.6,Low Risk,286500,50451.442033052444
0,30.2,Medium Risk,326500,98720.10155022144
0,47.5,Medium Risk,126500,60112.871304154396
0,10.5,Low Risk,446500,47012.635096907616
0,69.8,High Risk,46500,32465.20185470581
0,23.2,Low Risk,366500,85056.06304854155
0,28.1,Low Risk,186500,52377.50659883022
0,34.0,Medium Risk,116500,39649.938493967056
0,31.4,Medium Risk,196500,61680.452808737755
1,64.9,Medium Risk,476500,309110.12211441994
0,26.0,Low Risk,266500,69302.42718756199
0,38.1,Medium Risk,166500,63480.128690600395
0,31.7,Medium Risk,66500,21079.362526535988
1,75.2,High Risk,196500,147859.33926701546
0,19.8,Low Risk,366500,72427.36571282148
0,25.0,Low Risk,436500,109118.23546886444
0,24.2,Low Risk,176500,42754.08385694027
0,20.2,Low Risk,206500,41727.58378088474
0,12.4,Low Risk,566500,70136.6517804563
0,43.9,Medium Risk,396500,173985.69171130657
1,100.0,High Risk,556500,556419.9276566505
0,19.2,Low Risk,256500,49275.85241943598
0,20.1,Low Risk,126500,25430.155642330647
1,85.6,High Risk,126500,108276.40801668167
0,9.2,Low Risk,566500,52293.435737490654
0,37.2,Medium Risk,176500,65692.502617836
0,9.7,Low Risk,446500,43090.35794809461
1,29.2,Low Risk,66500,19408.009186387062
0,87.3,High Risk,266500,232710.37313342094
0,90.5,High Risk,226500,204951.49648189545
1,46.7,Medium Risk,366500,171192.65039265156
0,12.9,Low Risk,656500,84701.79010927677
0,32.6,Medium Risk,476500,155340.09584784508
1,34.1,Medium Risk,416500,142037.4440997839
0,13.4,Low Risk,446500,59636.05114072561
0,14.5,Low Risk,526500,76108.49122703075
0,23.1,Low Risk,116500,26962.726175785065
0,13.2,Low Risk,426500,56224.25862401724
0,9.6,Low Risk,306500,29420.179788023233
0,26.5,Low Risk,576500,152962.1188789606
0,38.4,Medium Risk,176500,67746.5124130249
0,19.8,Low Risk,246500,48865.038961172104
0,47.7,Medium Risk,126500,60359.572157263756
1,57.3,Medium Risk,176500,101203.7886083126
0,22.1,Low Risk,486500,107411.04316711426
0,20.0,Low Risk,306500,61268.573969602585
0,34.0,Medium Risk,86500,29440.11276960373
0,40.4,Medium Risk,286500,115856.95154964924
0,39.0,Medium Risk,176500,68867.08940565586
1,26.9,Low Risk,146500,39346.26118838787
0,58.3,Medium Risk,246500,143686.56599521637
0,26.7,Low Risk,146500,39140.30197262764
0,18.1,Low Risk,266500,48329.10591363907
1,100.0,High Risk,296500,296412.82019019127
0,20.8,Low Risk,206500,43007.3177292943
0,20.9,Low Risk,306500,64002.0467042923
0,30.4,Medium Risk,476500,144889.4382417202
1,16.0,Low Risk,556500,89188.50003182888
1,100.0,High Risk,216500,216442.5366818905
0,22.4,Low Risk,266500,59657.94225037098
1,38.6,Medium Risk,86500,33370.7001209259
1,75.7,High Risk,476500,360909.69437360764
0,22.3,Low Risk,116500,26036.847107112408
0,17.6,Low Risk,246500,43342.353746294975
0,31.9,Medium Risk,316500,100974.59435462952
1,100.0,High Risk,446500,446374.2513358593
0,28.4,Low Risk,486500,138152.99907326698
0,14.2,Low Risk,206500,29277.284637093544
0,29.3,Low Risk,256500,75200.52190124989
0,38.4,Medium Risk,736500,282730.4217070341
1,85.6,High Risk,356500,305187.9286468029
0,18.7,Low Risk,626500,117417.67505556345
1,82.8,High Risk,376500,311604.0576696396
1,100.0,High Risk,726500,726294.1819131374
0,30.0,Low Risk,286500,85807.12240934372
0,9.5,Low Risk,386500,36741.50141701102
1,100.0,High Risk,196500,196484.84426736832
0,23.4,Low Risk,186500,43674.66512322426
0,24.6,Low Risk,156500,38463.677778840065
0,9.4,Low Risk,396500,37158.59607234597
0,15.1,Low Risk,106500,16066.816583275795
0,8.2,Low Risk,306500,24996.756374835968
0,29.1,Low Risk,286500,83422.09227383137
0,21.3,Low Risk,156500,33300.81372708082
0,21.0,Low Risk,536500,112634.6574574709
1,31.3,Medium Risk,206500,64732.0424169302
0,35.8,Medium Risk,216500,77457.17185735703
0,13.0,Low Risk,336500,43622.645907104015
1,33.5,Medium Risk,126500,42401.22939646244
0,24.6,Low Risk,306500,75417.96968877316
0,25.7,Low Risk,276500,71140.29103517532
0,13.4,Low Risk,646500,86537.0071157813
1,58.4,Medium Risk,106500,62226.76733136177
0,18.4,Low Risk,346500,63683.3583265543
0,9.3,Low Risk,466500,43152.90151163936
1,62.5,Medium Risk,56500,35331.668734550476
0,37.0,Medium Risk,146500,54271.189868450165
1,17.7,Low Risk,406500,71784.16031599045
0,8.6,Low Risk,326500,28101.845636963844
0,25.8,Low Risk,546500,141158.62445533276
0,13.0,Low Risk,276500,35858.52041095495
0,35.0,Medium Risk,486500,170065.74998795986
0,30.2,Medium Risk,446500,134827.19872891903
0,22.8,Low Risk,476500,108415.02146422863
1,81.3,High Risk,126500,102834.2410326004
1,20.2,Low Risk,266500,53764.51128721237
0,47.1,Medium Risk,116500,54879.99080121517
0,20.8,Low Risk,466500,96991.67002737522
0,27.5,Low Risk,726500,199921.13669216633
0,26.8,Low Risk,526500,141062.1014982462
0,24.3,Low Risk,396500,96459.49529856443
0,19.3,Low Risk,156500,30141.726948320866
1,44.8,Medium Risk,196500,87956.8038135767
0,18.7,Low Risk,276500,51783.42245519161
1,81.0,High Risk,106500,86213.1569981575
0,43.7,Medium Risk,216500,94598.76483678818
0,20.9,Low Risk,346500,72581.52671903372
0,13.1,Low Risk,566500,73929.84753847122
0,17.9,Low Risk,116500,20846.471592783928
0,17.2,Low Risk,466500,80352.95093804598
1,100.0,High Risk,306500,306417.18742251396
0,22.7,Low Risk,136500,30976.97724401951
0,17.6,Low Risk,316500,55855.46102374792
0,11.3,Low Risk,726500,81769.27849650383
0,14.2,Low Risk,376500,53474.609434604645
0,15.4,Low Risk,326500,50264.02980834246
0,15.1,Low Risk,206500,31116.962768137455
1,22.8,Low Risk,456500,103869.43928152323
0,68.8,High Risk,76500,52665.26064276695
0,23.2,Low Risk,716500,166152.68190205097
0,41.9,Medium Risk,346500,145187.09354102612
0,37.8,Medium Risk,256500,97025.43711662292
0,54.7,Medium Risk,166500,91003.50853800774
0,16.3,Low Risk,546500,89233.7145358324
0,41.2,Medium Risk,196500,80867.97340214252
1,28.1,Low Risk,296500,83347.62713313103
0,34.3,Medium Risk,446500,153232.93089866638
0,13.0,Low Risk,536500,69715.62574803829
0,27.2,Low Risk,146500,39811.82515621185
1,14.8,Low Risk,246500,36498.66548925638
1,47.4,Medium Risk,96500,45720.47519683838
1,22.6,Low Risk,106500,24104.1177213192
0,40.6,Medium Risk,536500,217560.90016663074
0,30.4,Medium Risk,286500,86979.6961247921
0,22.9,Low Risk,156500,35866.98143929243
1,52.3,Medium Risk,166500,87121.4200258255
0,28.3,Low Risk,106500,30092.026457190514
0,43.2,Medium Risk,166500,71980.92748224735
0,19.2,Low Risk,196500,37645.85016667843
1,100.0,High Risk,476500,476379.4351518154
1,21.1,Low Risk,186500,39364.783093333244
0,15.7,Low Risk,656500,102901.4794677496
0,23.7,Low Risk,386500,91632.93194770813
0,51.8,Medium Risk,226500,117261.69982552528
1,40.4,Medium Risk,76500,30879.09395992756
0,32.2,Medium Risk,186500,60044.01747882366
0,16.9,Low Risk,446500,75461.18120104074
0,28.7,Low Risk,486500,139589.77511525154
0,17.5,Low Risk,226500,39661.03398799896
0,17.0,Low Risk,186500,31764.744706451893
0,16.4,Low Risk,186500,30632.664151489735
0,23.8,Low Risk,106500,25394.93353664875
0,12.3,Low Risk,436500,53891.5398158133
0,29.9,Low Risk,256500,76691.28187000751
1,77.1,High Risk,586500,452367.53037571907
1,51.8,Medium Risk,236500,122577.51226425171
0,45.2,Medium Risk,216500,97782.67528116703
0,19.4,Low Risk,726500,141276.4707505703
0,17.9,Low Risk,256500,45786.17410361767
1,29.6,Low Risk,286500,84819.04569268227
1,100.0,High Risk,296500,296413.3857190609
0,11.6,Low Risk,306500,35428.57436835766
0,39.3,Medium Risk,66500,26106.792137026787
0,23.6,Low Risk,376500,88817.62904673815
0,27.8,Low Risk,486500,135204.3430507183
0,53.1,Medium Risk,156500,83131.55806064606
1,26.2,Low Risk,226500,59287.478148937225
1,97.0,High Risk,446500,432883.1894695759
0,30.1,Medium Risk,316500,95166.72340035439
0,31.2,Medium Risk,156500,48789.587780833244
0,85.3,High Risk,146500,124959.70392227173
0,13.2,Low Risk,526500,69593.82408857346
1,25.5,Low Risk,226500,57850.45628249645
0,27.8,Low Risk,356500,99281.85746073723
1,45.2,Medium Risk,556500,251655.36761283875
0,18.5,Low Risk,166500,30829.714961349964
1,89.5,High Risk,106500,95329.74940538406
0,16.2,Low Risk,216500,34982.08211362362
0,17.5,Low Risk,356500,62521.21924608946
0,14.4,Low Risk,386500,55822.19944894314
0,19.5,Low Risk,456500,88936.31713092327
0,31.0,Medium Risk,146500,45452.351823449135
0,35.7,Medium Risk,106500,38033.91873836517
0,17.7,Low Risk,376500,66798.04287850857
0,29.7,Low Risk,426500,126549.02006685734
0,34.6,Medium Risk,436500,151094.1154807806
0,46.6,Medium Risk,176500,82221.06717526913
1,23.0,Low Risk,136500,31403.25254201889
0,20.5,Low Risk,316500,64858.97494107485
0,49.2,Medium Risk,196500,96586.998000741
0,17.5,Low Risk,236500,41458.401158452034
0,26.6,Low Risk,326500,86861.22231185436
0,31.9,Medium Risk,156500,49986.25586926937
0,25.3,Low Risk,296500,74966.60415828228
0,19.3,Low Risk,576500,111130.4986178875
0,84.1,High Risk,336500,283146.7937231064
0,47.3,Medium Risk,286500,135648.13962578773
0,26.8,Low Risk,486500,130295.92369496822
0,31.5,Medium Risk,176500,55642.92588829994
0,69.6,High Risk,66500,46256.736278533936
1,100.0,High Risk,256500,256443.753272295
0,25.2,Low Risk,606500,152960.0275158882
0,15.3,Low Risk,276500,42280.746422708035
1,28.5,Low Risk,326500,92951.49667561054
1,71.0,High Risk,46500,33015.16529917717
0,26.2,Low Risk,166500,43680.499747395515
0,21.4,Low Risk,156500,33487.471878528595
0,19.7,Low Risk,316500,62266.47960394621
1,100.0,High Risk,266500,266426.724165678
0,25.3,Low Risk,486500,123051.64135992527
0,9.5,Low Risk,606500,57675.7915019989
0,70.2,High Risk,156500,109889.98970389366
0,24.6,Low Risk,216500,53231.17634654045
0,34.4,Medium Risk,226500,77825.63062012196
0,22.4,Low Risk,106500,23869.272597134113
1,100.0,High Risk,246500,246410.05223989487
0,49.7,Medium Risk,126500,62825.33659040928
0,10.0,Low Risk,726500,72668.92439499497
0,33.4,Medium Risk,186500,62239.40780758858
0,33.0,Medium Risk,286500,94566.70828163624
0,19.3,Low Risk,216500,41814.05834108591
0,30.1,Medium Risk,546500,164602.5439351797
0,8.0,Low Risk,556500,44494.644697755575
1,100.0,High Risk,186500,186431.81282281876
0,89.5,High Risk,316500,283272.6440727711
1,88.8,High Risk,436500,387766.73063635826
0,16.9,Low Risk,186500,31440.866731107235
0,40.4,Medium Risk,236500,95548.4561175108
1,100.0,High Risk,46500,46494.950115680695
0,8.4,Low Risk,586500,49555.1947876811
0,10.4,Low Risk,386500,40181.60258233547
0,10.7,Low Risk,596500,63786.457538604736
0,23.8,Low Risk,196500,46804.29893732071
0,20.1,Low Risk,246500,49657.36383199692
0,9.3,Low Risk,416500,38726.49474814534
1,94.3,High Risk,96500,91025.46563744545
1,99.9,High Risk,346500,346323.0863213539
0,26.0,Low Risk,166500,43264.58756625652
1,91.9,High Risk,156500,143792.93635487556
1,53.1,Medium Risk,116500,61851.61393880844
0,29.8,Low Risk,726500,216755.30676543713
0,21.1,Low Risk,396500,83468.57414394617
0,88.1,High Risk,336500,296326.82579755783
1,11.5,Low Risk,436500,50320.371463894844
1,71.1,High Risk,516500,367303.5518229008
0,64.1,Medium Risk,166500,106718.2187139988
0,21.5,Low Risk,156500,33628.189004957676
0,18.5,Low Risk,386500,71436.34961545467
1,100.0,High Risk,126500,126466.77127480507
0,14.5,Low Risk,576500,83872.26504087448
1,29.4,Low Risk,396500,116743.0971711874
0,23.9,Low Risk,136500,32585.47116816044
0,19.4,Low Risk,406500,78938.28769773245
0,16.7,Low Risk,336500,56092.07482635975
0,13.9,Low Risk,566500,78894.00283247232
0,26.2,Low Risk,336500,88209.82113480568
0,19.4,Low Risk,386500,74859.46372896433
0,46.6,Medium Risk,156500,72951.08288526535
1,10.8,Low Risk,346500,37384.5725543797
0,21.2,Low Risk,266500,56434.19471383095
0,27.7,Low Risk,576500,159821.52837514877
0,7.1,Low Risk,586500,41558.55447426438
0,18.3,Low Risk,426500,78179.13562059402
1,34.9,Medium Risk,396500,138399.81992542744
0,15.0,Low Risk,376500,56582.12506771088
0,16.6,Low Risk,436500,72663.61130028963
0,15.5,Low Risk,536500,83364.04584348202
1,100.0,High Risk,286500,286395.9685564041
0,38.9,Medium Risk,136500,53157.16874599457
0,26.6,Low Risk,226500,60230.1607131958
0,22.9,Low Risk,406500,93209.02946591377
